project_id,estimated_cost,sanctioned_amount,funds_released,expenditure,current_progress_pct,project_duration_days,days_elapsed,is_anomaly_injected,anomaly_type_injected
MPLADS-2026-0295,12332000.0,12091000.0,3573342.2,3573342.2,32,505,153,0,none
MPLADS-2026-0317,4210000.0,4080000.0,2235501.92,2176933.76,54,510,257,0,none
MPLADS-2026-0029,8783000.0,8421000.0,7448084.4,6450297.18,89,325,302,0,none
MPLADS-2026-0274,11235000.0,10253000.0,10033714.53,9303860.93,100,331,331,0,none
MPLADS-2026-0137,10625000.0,9762000.0,7170278.47,5988765.91,65,460,319,0,none
MPLADS-2026-0124,12013000.0,10851000.0,9825522.77,9135340.45,86,385,362,0,none
MPLADS-2026-0127,2250000.0,2062000.0,1638844.05,1350129.02,70,404,305,0,none
MPLADS-2026-0052,17344000.0,17089000.0,13424265.25,13424265.25,80,607,501,0,none
MPLADS-2026-0082,16123000.0,15745000.0,12879922.64,11506060.03,82,623,497,0,none
MPLADS-2026-0462,10981000.0,10976000.0,7798675.24,7798675.24,74,225,167,0,none
MPLADS-2026-0456,10370000.0,10111000.0,5773077.56,4090829.98,45,467,233,0,none
MPLADS-2026-0382,13337000.0,13122000.0,1968300.0,656100.0,5,166,13,0,none
MPLADS-2026-0272,24511000.0,24383000.0,23723328.77,20341922.82,90,166,164,0,none
MPLADS-2026-0242,15806000.0,15652000.0,2347800.0,1191373.19,8,538,45,0,none
MPLADS-2026-0030,15962000.0,14731000.0,13003121.81,12155135.01,89,122,111,0,none
MPLADS-2026-0343,7728000.0,7430000.0,1606769.65,1569191.96,23,314,69,0,none
MPLADS-2026-0368,14154000.0,12928000.0,4396914.18,4396914.18,39,338,131,0,none
MPLADS-2026-0113,19174000.0,17612000.0,13414489.65,13222216.55,80,311,248,0,none
MPLADS-2026-0306,11534000.0,11015000.0,10741657.1,9192320.72,96,728,697,0,none
MPLADS-2026-0164,19569000.0,19517000.0,15031127.48,12886000.87,67,710,509,0,none
MPLADS-2026-0014,10329000.0,9364000.0,4083732.16,3204429.48,37,670,323,0,none
MPLADS-2026-0093,22051000.0,20459000.0,11266907.71,8475053.01,45,521,259,0,none
MPLADS-2026-0139,17607000.0,16060000.0,6080095.82,5615842.86,39,713,246,0,none
MPLADS-2026-0199,14868000.0,14216000.0,10593444.97,10398466.16,81,427,344,0,none
MPLADS-2026-0165,19506000.0,18004000.0,4914551.37,4914551.37,31,450,113,0,none
MPLADS-2026-0258,2598000.0,2591000.0,2218180.28,2031471.22,81,159,135,0,none
MPLADS-2026-0290,7459000.0,6772000.0,6341441.36,6007631.85,94,291,283,0,none
MPLADS-2026-0177,6253000.0,5964000.0,2730326.76,2730326.76,48,487,233,0,none
MPLADS-2026-0249,11218000.0,11158000.0,8817580.36,8817580.36,83,317,231,0,none
MPLADS-2026-0334,23247000.0,21701000.0,20976046.73,19995934.85,93,555,537,0,none
MPLADS-2026-0346,9364000.0,9287000.0,1393050.0,823654.65,9,204,16,0,none
MPLADS-2026-0445,19490000.0,19146000.0,12434699.22,8524672.65,52,465,278,0,none
MPLADS-2026-0367,7868000.0,7638000.0,1145700.0,912131.12,12,564,60,0,none
MPLADS-2026-0010,9813000.0,9277000.0,1490391.25,1490391.25,21,463,84,0,none
MPLADS-2026-0279,22954000.0,21786000.0,4776425.91,3399206.15,17,215,35,0,none
MPLADS-2026-0392,2836000.0,2702000.0,1073871.4,1073871.4,47,133,59,0,none
MPLADS-2026-0406,802000.0,755000.0,666676.35,647174.17,86,176,144,0,none
MPLADS-2026-0270,16693000.0,15535000.0,8773668.26,8773668.26,63,707,437,0,none
MPLADS-2026-0330,7538000.0,6999000.0,1243730.21,1176659.81,19,150,23,0,none
MPLADS-2026-0103,3086000.0,3074000.0,830087.85,767325.78,26,560,157,0,none
MPLADS-2026-0215,11187000.0,10583000.0,5200606.92,4556664.93,46,169,81,0,none
MPLADS-2026-0071,23539000.0,22779000.0,12832099.44,12832099.44,60,268,155,0,none
MPLADS-2026-0197,8157000.0,7549000.0,5911808.81,4285161.14,66,246,176,0,none
MPLADS-2026-0469,19450000.0,18970000.0,15345950.72,11571691.88,70,226,165,0,none
MPLADS-2026-0045,13308000.0,13221000.0,6566226.72,5410238.72,45,299,161,0,none
MPLADS-2026-0399,15092000.0,15045000.0,2256750.0,752250.0,5,424,16,0,none
MPLADS-2026-0246,20514000.0,20106000.0,18692497.6,18072640.26,95,231,224,0,none
MPLADS-2026-0407,14513000.0,13308000.0,1996200.0,1429550.19,12,479,87,0,none
MPLADS-2026-0211,15032000.0,14321000.0,2148150.0,1285882.82,9,405,24,0,none
MPLADS-2026-0256,12746000.0,12155000.0,11101516.75,9851979.62,93,617,589,0,none
MPLADS-2026-0152,8795000.0,8525000.0,4693529.63,4256018.25,51,172,85,0,none
MPLADS-2026-0332,23381000.0,21128000.0,17193492.13,15904596.33,76,496,404,0,none
MPLADS-2026-0126,5347000.0,4874000.0,1491301.83,1491301.83,37,320,77,0,none
MPLADS-2026-0316,1273000.0,1266000.0,209654.96,209654.96,24,202,49,0,none
MPLADS-2026-0318,21884000.0,21306000.0,5076866.79,4378580.37,22,153,36,0,none
MPLADS-2026-0315,4678000.0,4504000.0,2172360.93,2172360.93,62,724,390,0,none
MPLADS-2026-0018,17172000.0,16479000.0,6926137.32,6368921.63,42,484,196,0,none
MPLADS-2026-0077,10291000.0,9414000.0,1806694.27,1246638.84,15,95,14,0,none
MPLADS-2026-0229,12783000.0,12729000.0,3082100.59,1862774.42,15,551,106,0,none
MPLADS-2026-0144,8827000.0,8640000.0,1296000.0,432000.0,5,363,2,0,none
MPLADS-2026-0141,20888000.0,19840000.0,13998038.06,12489344.49,69,388,261,0,none
MPLADS-2026-0096,6344000.0,6010000.0,4640466.53,3371914.16,61,207,145,0,none
MPLADS-2026-0110,7709000.0,7250000.0,3547863.24,3019352.48,46,339,157,0,none
MPLADS-2026-0182,23751000.0,23333000.0,20600674.88,19422694.05,88,183,170,0,none
MPLADS-2026-0089,7187000.0,6817000.0,2600876.21,2115388.94,32,488,173,0,none
MPLADS-2026-0219,5929000.0,5798000.0,4644649.38,4042325.26,75,168,131,0,none
MPLADS-2026-0350,16983000.0,15808000.0,6577239.27,5915338.13,44,112,51,0,none
MPLADS-2026-0196,10638000.0,10454000.0,4855348.22,4219203.18,45,498,213,0,none
MPLADS-2026-0412,24369000.0,22264000.0,18051630.66,13128759.63,67,418,309,0,none
MPLADS-2026-0255,3485000.0,3220000.0,1852034.72,1727616.09,55,727,469,0,none
MPLADS-2026-0419,12241000.0,11508000.0,8200316.99,8200316.99,78,608,429,0,none
MPLADS-2026-0222,19099000.0,17333000.0,14572049.52,11528997.89,69,595,476,0,none
MPLADS-2026-0294,10706000.0,10320000.0,9283557.26,9283557.26,98,599,559,0,none
MPLADS-2026-0087,12186000.0,12116000.0,11626671.76,11626671.76,100,395,386,0,none
MPLADS-2026-0417,2194000.0,2161000.0,1467367.35,1467367.35,77,508,345,0,none
MPLADS-2026-0404,2639000.0,2489000.0,2150774.14,1852624.4,86,660,569,0,none
MPLADS-2026-0022,3107000.0,2991000.0,835774.09,835774.09,32,609,204,0,none
MPLADS-2026-0401,16686000.0,15160000.0,7076323.63,4642434.82,32,723,303,0,none
MPLADS-2026-0170,20705000.0,19632000.0,19632000.0,17721618.7,93,392,383,0,none
MPLADS-2026-0048,3745000.0,3501000.0,1305433.04,1305433.04,46,160,63,0,none
MPLADS-2026-0066,19767000.0,18653000.0,3278423.53,3278423.53,28,613,119,0,none
MPLADS-2026-0228,18604000.0,16820000.0,15806560.42,14557555.34,92,675,668,0,none
MPLADS-2026-0391,17720000.0,16095000.0,10417346.8,9136206.8,58,534,340,0,none
MPLADS-2026-0396,6392000.0,6286000.0,4868567.95,3846003.88,68,488,347,0,none
MPLADS-2026-0034,2911000.0,2737000.0,2726278.37,2112826.2,87,437,410,0,none
MPLADS-2026-0012,6498000.0,6149000.0,5695700.5,4723414.49,87,366,328,0,none
MPLADS-2026-0461,11760000.0,10730000.0,4755987.79,4755987.79,57,251,113,0,none
MPLADS-2026-0133,20449000.0,20386000.0,12446766.26,10253523.86,56,571,357,0,none
MPLADS-2026-0301,4404000.0,4402000.0,4227240.57,3459596.55,85,568,511,0,none
MPLADS-2026-0299,2872000.0,2668000.0,2496299.94,2296143.03,97,483,443,0,none
MPLADS-2026-0491,4400000.0,4383000.0,3851838.24,684312.66,11,218,201,1,severe_progress_mismatch
MPLADS-2026-0331,18598000.0,18320000.0,6199929.46,6199929.46,35,128,45,0,none
MPLADS-2026-0323,13808000.0,13664000.0,11278593.22,10559098.12,80,494,420,0,none
MPLADS-2026-0499,15024000.0,13984000.0,11403130.44,7517077.33,0,305,240,1,zero_progress_high_release
MPLADS-2026-0494,9837000.0,9131000.0,7596096.08,1755250.67,5,359,322,1,severe_progress_mismatch
MPLADS-2026-0206,10319000.0,9434000.0,1415100.0,471700.0,5,121,12,0,none
MPLADS-2026-0102,9579000.0,9106000.0,1365900.0,455300.0,5,439,7,0,none
MPLADS-2026-0477,12285000.0,11821000.0,11328637.52,11018010.44,9,186,136,1,high_expenditure_low_progress
MPLADS-2026-0114,19125000.0,18354000.0,4181336.71,4181336.71,41,192,50,0,none
MPLADS-2026-0480,19025000.0,18109000.0,17122725.69,16397979.99,18,326,250,1,high_expenditure_low_progress
MPLADS-2026-0007,20275000.0,19727000.0,5444879.08,5366415.64,30,639,128,0,none
MPLADS-2026-0063,8542000.0,8426000.0,4235220.02,3143573.94,41,375,180,0,none
MPLADS-2026-0072,7945000.0,7317000.0,6844622.09,6729797.79,100,683,622,0,none
MPLADS-2026-0053,1745000.0,1681000.0,252150.0,84050.0,5,373,23,0,none
MPLADS-2026-0237,23704000.0,23697000.0,4170368.27,1184850.0,5,629,96,0,none
MPLADS-2026-0489,4171000.0,3820000.0,3188204.85,600126.22,6,595,519,1,severe_progress_mismatch
MPLADS-2026-0421,19339000.0,18677000.0,3985026.52,3985026.52,31,453,86,0,none
MPLADS-2026-0282,4359000.0,4232000.0,2943063.02,2682195.85,73,268,186,0,none
MPLADS-2026-0384,1981000.0,1909000.0,1359269.01,1073922.16,66,721,495,0,none
MPLADS-2026-0285,10255000.0,9965000.0,9118349.33,9082250.77,100,580,539,0,none
MPLADS-2026-0442,21077000.0,19999000.0,15164662.65,15164662.65,83,174,145,0,none
MPLADS-2026-0208,14406000.0,13088000.0,2943567.94,2943567.94,31,143,40,0,none
MPLADS-2026-0016,13705000.0,13358000.0,10052437.91,9880954.83,74,528,409,0,none
MPLADS-2026-0090,18242000.0,17951000.0,13153281.25,13153281.25,76,220,160,0,none
MPLADS-2026-0474,15224000.0,14800000.0,12630701.3,12630701.3,100,381,354,0,none
MPLADS-2026-0154,15963000.0,15837000.0,2375550.0,2191249.05,16,322,47,0,none
MPLADS-2026-0347,5453000.0,5200000.0,3680978.87,2668195.95,56,258,168,0,none
MPLADS-2026-0026,3581000.0,3459000.0,771859.44,771859.44,27,652,170,0,none
MPLADS-2026-0263,2046000.0,2000000.0,300000.0,100000.0,5,558,38,0,none
MPLADS-2026-0203,14244000.0,13913000.0,12443612.71,12078782.37,93,726,629,0,none
MPLADS-2026-0183,24292000.0,21986000.0,8096004.74,4895199.27,23,431,125,0,none
MPLADS-2026-0128,7571000.0,6908000.0,6076713.44,5292355.29,86,401,359,0,none
MPLADS-2026-0365,12643000.0,12608000.0,10634815.51,10589619.44,88,480,403,0,none
MPLADS-2026-0473,11020000.0,10790000.0,4716670.03,3063410.67,32,343,142,0,none
MPLADS-2026-0076,11658000.0,11525000.0,3797327.95,3556417.94,34,679,200,0,none
MPLADS-2026-0466,15045000.0,14322000.0,2148300.0,716100.0,5,545,10,0,none
MPLADS-2026-0111,14060000.0,13137000.0,6508491.55,4824231.09,40,653,339,0,none
MPLADS-2026-0021,580000.0,564000.0,427394.34,417879.9,80,359,257,0,none
MPLADS-2026-0309,8659000.0,8203000.0,2392712.57,2358124.75,31,557,153,0,none
MPLADS-2026-0357,11844000.0,11511000.0,9140932.09,7556670.33,74,524,389,0,none
MPLADS-2026-0361,6241000.0,5752000.0,1412238.49,1412238.49,28,147,36,0,none
MPLADS-2026-0424,14723000.0,14098000.0,9669510.44,9669510.44,76,546,384,0,none
MPLADS-2026-0156,1627000.0,1594000.0,720120.5,597573.47,43,390,184,0,none
MPLADS-2026-0352,1976000.0,1955000.0,293250.0,257179.43,15,573,33,0,none
MPLADS-2026-0414,24210000.0,23682000.0,9972793.3,9972793.3,53,423,193,0,none
MPLADS-2026-0081,11425000.0,10464000.0,7971662.19,7333149.32,79,576,461,0,none
MPLADS-2026-0047,15718000.0,15031000.0,2254650.0,974186.0,7,192,19,0,none
MPLADS-2026-0447,6565000.0,6483000.0,2810997.37,2810997.37,49,123,58,0,none
MPLADS-2026-0437,7982000.0,7330000.0,3972736.73,3972736.73,66,234,131,0,none
MPLADS-2026-0136,3340000.0,3264000.0,489600.0,304005.38,10,616,2,0,none
MPLADS-2026-0238,9365000.0,8768000.0,3297969.47,3297969.47,41,274,110,0,none
MPLADS-2026-0158,9872000.0,9559000.0,8997211.7,8786369.8,100,599,598,0,none
MPLADS-2026-0464,16398000.0,14843000.0,6900885.66,6291136.12,44,730,313,0,none
MPLADS-2026-0107,4955000.0,4565000.0,2095771.6,2095771.6,61,354,175,0,none
MPLADS-2026-0457,561000.0,548000.0,361357.95,329563.81,63,185,118,0,none
MPLADS-2026-0184,5528000.0,5434000.0,1836812.67,1836812.67,35,657,213,0,none
MPLADS-2026-0275,14397000.0,13828000.0,9270723.07,8402051.58,63,550,380,0,none
MPLADS-2026-0062,9067000.0,8904000.0,2491548.1,2491548.1,34,323,115,0,none
MPLADS-2026-0209,17012000.0,15774000.0,15261563.32,14100142.14,98,524,498,0,none
MPLADS-2026-0161,17413000.0,16467000.0,5525318.54,3220946.25,20,399,102,0,none
MPLADS-2026-0239,5204000.0,5204000.0,780600.0,260200.0,5,248,20,0,none
MPLADS-2026-0231,11266000.0,10728000.0,3783467.26,3159430.67,33,252,94,0,none
MPLADS-2026-0085,8607000.0,8147000.0,3256093.7,2220273.04,30,153,53,0,none
MPLADS-2026-0055,23654000.0,22923000.0,11559539.35,11559539.35,64,242,140,0,none
MPLADS-2026-0080,23776000.0,23518000.0,16682222.68,13913646.86,60,717,517,0,none
MPLADS-2026-0056,14037000.0,13237000.0,7635486.68,7635486.68,65,132,79,0,none
MPLADS-2026-0300,21700000.0,19877000.0,14547005.05,12746858.4,73,425,296,0,none
MPLADS-2026-0395,4033000.0,3961000.0,3525513.71,3463369.82,100,497,476,0,none
MPLADS-2026-0400,11538000.0,10647000.0,6132522.04,6132522.04,66,656,385,0,none
MPLADS-2026-0070,16839000.0,15704000.0,10440896.17,9893774.33,69,392,284,0,none
MPLADS-2026-0104,24154000.0,22391000.0,17200111.38,15918163.56,73,641,496,0,none
MPLADS-2026-0483,16856000.0,16318000.0,14012036.38,22380517.49,65,213,129,1,expenditure_exceeds_sanction
MPLADS-2026-0120,19229000.0,18472000.0,6742209.2,6199406.03,37,723,232,0,none
MPLADS-2026-0140,835000.0,786000.0,140070.44,75014.42,11,320,59,0,none
MPLADS-2026-0232,10515000.0,9819000.0,1472850.0,836958.03,9,702,54,0,none
MPLADS-2026-0163,1038000.0,1020000.0,210267.04,210267.04,35,495,141,0,none
MPLADS-2026-0168,22786000.0,21252000.0,6410490.05,6410490.05,46,515,180,0,none
MPLADS-2026-0377,14282000.0,13170000.0,1975500.0,912878.04,7,239,5,0,none
MPLADS-2026-0426,23053000.0,20946000.0,7391449.16,7391449.16,47,235,90,0,none
MPLADS-2026-0496,19465000.0,19461000.0,14552256.63,11151865.04,0,597,205,1,zero_progress_high_release
MPLADS-2026-0484,2638000.0,2489000.0,2364330.81,3333218.19,69,412,403,1,expenditure_exceeds_sanction
MPLADS-2026-0411,20200000.0,18846000.0,10592397.11,10146864.47,55,432,221,0,none
MPLADS-2026-0162,3113000.0,2920000.0,1789533.11,1789533.11,69,457,295,0,none
MPLADS-2026-0436,7787000.0,7487000.0,6920879.39,6431351.38,99,176,173,0,none
MPLADS-2026-0134,3063000.0,2806000.0,1952830.74,1944706.43,73,511,356,0,none
MPLADS-2026-0150,21808000.0,21534000.0,4196824.02,4153762.91,21,540,103,0,none
MPLADS-2026-0122,15436000.0,15035000.0,4860372.45,4018482.89,31,302,109,0,none
MPLADS-2026-0067,6741000.0,6545000.0,5264508.47,4447068.93,73,91,67,0,none
MPLADS-2026-0340,8576000.0,8218000.0,1232700.0,410900.0,5,676,12,0,none
MPLADS-2026-0223,11498000.0,11411000.0,11411000.0,10768312.7,100,668,659,0,none
MPLADS-2026-0032,14617000.0,13510000.0,9145546.17,9145546.17,84,574,417,0,none
MPLADS-2026-0291,15553000.0,14143000.0,3520458.83,3520458.83,29,262,79,0,none
MPLADS-2026-0304,11058000.0,10928000.0,9063117.54,8239405.97,88,464,392,0,none
MPLADS-2026-0039,23200000.0,22702000.0,13610245.55,10674301.98,49,382,217,0,none
MPLADS-2026-0202,14129000.0,12878000.0,9532108.29,9532108.29,82,375,294,0,none
MPLADS-2026-0420,9308000.0,9211000.0,8982203.38,7628894.68,96,639,609,0,none
MPLADS-2026-0327,13511000.0,13022000.0,2186998.03,2186998.03,25,143,26,0,none
MPLADS-2026-0069,23059000.0,22190000.0,20338068.22,17878027.81,87,217,185,0,none
MPLADS-2026-0259,12937000.0,11670000.0,1750500.0,1280049.05,11,571,45,0,none
MPLADS-2026-0049,20927000.0,20307000.0,19096392.12,18523482.92,96,716,670,0,none
MPLADS-2026-0298,14260000.0,13289000.0,2458700.08,2458700.08,24,567,126,0,none
MPLADS-2026-0044,6532000.0,6267000.0,940050.0,587563.11,10,724,84,0,none
MPLADS-2026-0383,21142000.0,19517000.0,2927550.0,975850.0,5,244,3,0,none
MPLADS-2026-0235,22960000.0,21376000.0,3241944.19,3241944.19,27,491,67,0,none
MPLADS-2026-0191,1990000.0,1886000.0,880575.94,714136.79,41,501,219,0,none
MPLADS-2026-0459,12621000.0,11766000.0,5445691.24,4297266.03,42,380,173,0,none
MPLADS-2026-0359,19268000.0,19044000.0,4673890.64,4673890.64,31,106,31,0,none
MPLADS-2026-0212,1842000.0,1695000.0,464924.75,454302.58,30,306,71,0,none
MPLADS-2026-0267,18711000.0,18514000.0,8045419.03,7872856.75,46,485,174,0,none
MPLADS-2026-0433,2993000.0,2955000.0,1894736.34,1764463.5,65,281,188,0,none
MPLADS-2026-0460,21384000.0,20931000.0,3139650.0,1046550.0,5,139,12,0,none
